"BsmtFin.SF.1","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Mas.Vnr.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.Type.2","NOM.Alley","Fireplace.Qu","NOM.Garage.Type","NOM.Garage.Year","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","NOM.Pool","Fence","Lot.Frontage","Lot.Area","NOM.MS.SubClass","NOM.MS.Zoning","NOM.Street","NOM.Lot.Shape","NOM.Land.Contour","NOM.Lot.Config","NOM.Land.Slope","NOM.Neighborhood","NOM.Condition.1","NOM.Bldg.Type","NOM.House.Style","Overall.Qual","Overall.Cond","NOM.Year.Built","NOM.Year.Remod.Add","NOM.Roof.Style","NOM.Roof.Matl","NOM.Exterior.1st","NOM.Exterior.2nd","NOM.Mas.Vnr.Type","Exter.Qual","Exter.Cond","NOM.Foundation","NOM.Heating","Heating.QC","NOM.Central.Air","NOM.Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","NOM.Functional","Fireplaces","NOM.Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Mo.Sold","Yr.Sold","NOM.Sale.Type","NOM.Sale.Condition","SalePrice"
1200,0,410,1610,28,1,0,2,2,1,5,1,"None",3,"Attchd","Bet.1966.1992",2,2,480,2,2,"yes",0,70.821204516828,10603,20,"RL","Pave","IR1","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,7,"Bet.1959.1987","Bet.1986.2006","Gable","CompShg","Plywood","Plywood","BrkFace",2,2,"PConc","GasA",3,"Y","Standard",1610,0,0,1610,2,0,3,1,3,6,"Typ",2,"Paved",168,68,0,0,0,2,2010,"WD ","Normal",205000
394,0,586,980,42,0,0,3,2,0,6,1,"None",3,"Attchd","Bet.1966.1992",1,2,496,2,2,"yes",2,80,10421,60,"RL","Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",7,5,"Bet.1987.2005","Bet.1986.2006","Gable","CompShg","HdBoard","HdBoard","BrkFace",2,2,"CBlock","GasA",2,"Y","Standard",980,734,0,1714,2,1,3,1,2,7,"Typ",1,"Paved",228,66,156,0,0,3,2010,"WD ","Normal",196500
982,0,179,1161,0,1,0,2,2,0,5,1,"None",3,"Attchd","Bet.1966.1992",2,2,676,2,2,"yes",0,78,9360,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,7,"Bet.1959.1987","Aft.2006","Hip","CompShg","Plywood","Plywood","None",2,2,"CBlock","GasA",2,"Y","Standard",1381,0,0,1381,1,1,3,1,3,5,"Typ",1,"Paved",0,0,0,0,0,3,2010,"WD ","Normal",197500
329,0,386,715,0,0,0,2,2,0,5,1,"None",0,"Attchd","Bet.1966.1992",2,2,441,2,2,"yes",1,80,9600,60,"RL","Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",6,6,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","MetalSd","MetalSd","None",2,2,"CBlock","GasA",2,"Y","Standard",930,715,0,1645,1,2,4,1,2,7,"Typ",0,"Paved",0,78,0,0,0,6,2010,"WD ","Normal",171000
569,81,678,1328,451,1,0,2,2,0,5,3,"None",4,"Attchd","Bef.1966",1,2,528,2,2,"yes",0,69.3684000266693,9790,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NWAmes","NotNorm","1Fam","1Story",6,5,"Bet.1959.1987","Bet.1956.1986","Hip","CompShg","HdBoard","HdBoard","BrkFace",2,2,"CBlock","GasA",2,"Y","Standard",1328,0,0,1328,1,1,3,1,2,6,"Typ",2,"Paved",0,26,0,0,0,6,2010,"WD ","Normal",143000
569,0,381,950,0,1,0,2,2,0,5,1,"None",0,"None","None",0,0,0,0,0,"yes",0,77,9320,20,"RL","Pave","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,5,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","Plywood","Plywood","None",2,2,"CBlock","GasA",1,"Y","Standard",1225,0,0,1225,1,1,3,1,2,6,"Typ",0,"Paved",352,0,0,0,0,1,2010,"WD ","Normal",128950
1014,0,138,1152,86,1,0,2,2,2,6,1,"None",4,"Attchd","Bef.1966",2,2,484,2,2,"yes",0,77.0916730973531,14112,80,"RL","Pave","IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","SLvl",5,7,"Bet.1959.1987","Bet.1956.1986","Hip","CompShg","Wd Sdng","HdBoard","BrkFace",2,2,"PConc","GasA",2,"Y","Standard",1152,0,0,1152,1,0,3,1,2,6,"Typ",1,"Paved",227,0,0,0,0,4,2010,"WD ","Normal",180500
763,0,173,936,156,1,0,2,2,3,6,1,"None",0,"Attchd","Bef.1966",2,2,480,2,2,"yes",2,80,8800,85,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","NotNorm","1Fam","SFoyer",6,7,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","MetalSd","MetalSd","BrkFace",2,3,"PConc","GasA",4,"Y","Standard",1054,0,0,1054,1,0,3,1,3,6,"Typ",0,"Paved",120,0,0,0,0,5,2010,"WD ","Abnorml",137500
49,1029,0,1078,0,1,0,2,2,1,6,3,"None",0,"Attchd","Bef.1966",1,1,240,2,2,"yes",0,68,9717,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Bef.1959","Bet.1986.2006","Hip","CompShg","MetalSd","MetalSd","None",2,2,"CBlock","GasA",3,"Y","NotStandard",1078,0,0,1078,1,0,2,1,3,5,"Typ",0,"Paved",366,0,112,0,0,4,2010,"WD ","Normal",142125
670,0,470,1140,265,0,0,2,2,0,2,1,"None",4,"Detchd","Bet.1992.2005",1,2,400,2,2,"yes",1,68,9724,50,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1.5Fin",5,7,"Bef.1959","Bet.1986.2006","Gable","CompShg","MetalSd","MetalSd","BrkFace",3,2,"CBlock","GasA",3,"Y","Standard",1929,532,0,2461,2,0,3,1,2,7,"NotTyp",2,"Paved",0,0,0,0,0,3,2010,"WD ","Normal",197600
300,0,482,782,340,0,0,2,2,0,3,1,"None",4,"Attchd","Bef.1966",1,2,470,2,2,"yes",0,120,17360,50,"RL","Pave","Reg","Lvl","Corner","Gtl","NAmes","NotNorm","1Fam","1.5Fin",6,6,"Bef.1959","Bef.1956","Gable","CompShg","MetalSd","MetalSd","Stone",2,3,"CBlock","GasA",2,"Y","Standard",1019,537,0,1556,2,0,3,1,2,6,"Typ",1,"Paved",0,0,150,0,0,1,2010,"WD ","Normal",172500
696,0,162,858,0,1,0,2,2,3,4,1,"None",0,"None","None",0,0,0,0,0,"yes",0,50,7207,20,"RL","Pave","IR1","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story",5,7,"Bef.1959","Aft.2006","Gable","CompShg","Wd Sdng","Plywood","None",2,3,"CBlock","GasA",3,"Y","Standard",858,0,0,858,1,0,2,1,2,4,"Typ",0,"Paved",117,0,0,0,0,2,2010,"WD ","Normal",116500
354,290,412,1056,110,1,0,2,2,0,3,2,"None",0,"Attchd","Bef.1966",2,1,280,2,2,"yes",2,80,9920,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,"Bef.1959","Bef.1956","Gable","CompShg","HdBoard","HdBoard","Stone",2,2,"CBlock","GasA",2,"Y","Standard",1063,0,0,1063,1,0,3,1,2,6,"Typ",0,"Paved",0,0,164,0,0,2,2010,"WD ","Normal",128000
674,132,350,1156,164,1,0,2,2,2,4,2,"None",4,"Basment","Bef.1966",2,1,364,2,2,"yes",0,80,9600,80,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl",6,6,"Bef.1959","Bet.1956.1986","Gable","CompShg","AsbShng","AsbShng","BrkFace",2,2,"CBlock","GasA",4,"Y","Standard",1520,0,0,1520,1,0,3,1,2,7,"Typ",2,"Paved",0,0,189,0,0,3,2010,"WD ","Normal",153000
540,0,728,1268,200,0,0,2,2,0,2,1,"None",4,"Attchd","Bef.1966",4,1,244,2,2,"yes",0,78,7800,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Bef.1959","Bef.1956","Gable","CompShg","HdBoard","HdBoard","BrkFace",2,2,"PConc","GasA",3,"Y","Standard",1268,0,0,1268,1,0,2,1,2,7,"Typ",1,"Paved",0,98,0,0,0,3,2010,"WD ","Normal",132000
944,0,136,1080,216,1,0,2,2,3,6,1,"None",4,"Attchd","Bet.1966.1992",1,1,315,2,2,"yes",0,75,11380,85,"RL","Pave","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SFoyer",6,8,"Bet.1959.1987","Aft.2006","Gable","CompShg","HdBoard","HdBoard","BrkFace",2,2,"CBlock","GasA",3,"Y","Standard",1128,0,0,1128,1,0,2,1,3,5,"Typ",1,"Paved",238,0,0,0,0,1,2010,"WD ","Normal",178000
443,0,662,1105,361,0,0,2,2,0,3,1,"None",0,"Detchd","Bef.1966",1,2,480,2,2,"yes",0,80,11600,90,"RL","Pave","Reg","Lvl","Corner","Gtl","NAmes","NotNorm","Duplex","2Story",5,5,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","MetalSd","MetalSd","BrkFace",2,2,"CBlock","GasA",2,"Y","NotStandard",1105,1169,0,2274,2,0,5,2,2,12,"Typ",0,"Paved",0,0,0,0,0,1,2010,"WD ","Normal",154300
912,0,1035,1947,287,1,0,3,2,3,6,1,"None",4,"Attchd","Bet.1966.1992",2,2,576,2,2,"yes",0,87.4346403655433,19900,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","NotNorm","1Fam","1Story",7,5,"Bet.1959.1987","Bet.1986.2006","Gable","CompShg","Plywood","Plywood","BrkFace",2,2,"CBlock","GasA",2,"Y","Standard",2207,0,0,2207,2,0,3,1,2,7,"NotTyp",1,"Paved",301,0,0,0,0,7,2010,"WD ","Normal",180000
1188,0,292,1480,506,1,0,3,2,0,6,1,"None",0,"Attchd","Bet.1992.2005",2,2,620,2,2,"yes",2,70,8197,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",7,5,"Bet.1987.2005","Aft.2006","Gable","CompShg","VinylSd","VinylSd","BrkFace",3,2,"PConc","GasA",4,"Y","Standard",1480,0,0,1480,2,0,3,1,3,7,"Typ",0,"Paved",252,73,0,0,0,2,2010,"WD ","Normal",214000
0,0,1194,1194,220,1,0,2,2,0,1,1,"None",0,"Attchd","Bef.1966",2,1,312,2,2,"yes",0,73,8760,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,"Bet.1959.1987","Bet.1956.1986","Hip","CompShg","MetalSd","MetalSd","BrkFace",2,2,"CBlock","GasA",2,"Y","Standard",1194,0,0,1194,1,0,3,1,2,6,"Typ",0,"Paved",0,0,120,0,0,4,2010,"WD ","Normal",148000
1000,0,188,1188,180,1,0,2,2,0,3,1,"None",0,"Attchd","Bef.1966",2,2,531,2,2,"yes",2,73.6035127470581,12160,20,"RL","Pave","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,"Bet.1959.1987","Bet.1956.1986","Hip","CompShg","Plywood","Plywood","BrkFace",2,2,"CBlock","GasA",1,"Y","Standard",1188,0,0,1188,1,0,3,1,2,6,"Typ",0,"Paved",0,0,0,0,0,5,2010,"COD","Abnorml",142000
734,0,510,1244,432,1,0,2,2,0,3,1,"None",4,"Attchd","Bef.1966",1,2,440,2,2,"yes",1,80,10032,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","Wd Sdng","Wd Sdng","Stone",2,2,"CBlock","GasA",4,"Y","Standard",1580,0,0,1580,1,1,3,1,2,6,"Typ",2,"Paved",0,28,0,0,160,6,2010,"WD ","Normal",159500
0,0,832,832,0,0,0,2,2,0,1,1,"None",0,"Attchd","Bef.1966",1,1,263,2,2,"yes",0,60,8382,50,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1.5Fin",4,5,"Bef.1959","Bet.1956.1986","Gable","CompShg","MetalSd","MetalSd","None",2,2,"CBlock","GasA",2,"Y","NotStandard",832,505,0,1337,1,0,3,1,2,5,"Typ",0,"Paved",0,0,0,0,0,2,2010,"WD ","Normal",108000
339,0,525,864,0,0,1,2,2,0,4,1,"None",0,"Detchd","Bef.1966",1,1,318,2,2,"yes",0,60,10950,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Bef.1959","Bef.1956","Gable","CompShg","WdShing","Wd Shng","None",2,2,"CBlock","GasA",2,"Y","Standard",1064,0,0,1064,1,0,2,1,1,4,"Typ",0,"Paved",0,0,0,0,0,5,2010,"WD ","Normal",135000
648,0,324,972,0,0,0,2,2,0,3,1,"None",0,"Attchd","Bef.1966",1,1,305,2,2,"yes",1,119,10895,20,"RL","Pave","Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Bef.1959","Bef.1956","Gable","CompShg","MetalSd","MetalSd","None",2,3,"CBlock","GasA",2,"Y","Standard",972,0,0,972,1,0,3,1,2,5,"Typ",0,"Paved",0,0,205,0,0,6,2010,"WD ","Normal",122500
731,0,326,1057,0,1,0,2,2,0,6,1,"None",0,"Detchd","Bef.1966",1,1,246,2,2,"yes",0,68,7922,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Bef.1959","Aft.2006","Gable","CompShg","VinylSd","VinylSd","None",2,3,"CBlock","GasA",2,"Y","Standard",1057,0,0,1057,1,0,3,1,3,5,"Typ",0,"Paved",0,52,0,0,0,1,2010,"WD ","Abnorml",109000
320,362,404,1086,104,1,0,2,2,0,5,4,"None",0,"Attchd","Bet.1966.1992",1,2,490,2,2,"yes",1,85,10200,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Bef.1959","Bet.1986.2006","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",2,2,"CBlock","GasA",3,"Y","Standard",1086,0,0,1086,1,0,3,1,2,6,"Typ",0,"Paved",0,0,0,0,0,5,2010,"WD ","Normal",144900
1056,0,0,1056,0,2,0,2,2,0,6,1,"None",0,"Detchd","Bet.1966.1992",1,2,576,2,2,"yes",3,64,6979,90,"RL","Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","Duplex","SFoyer",6,5,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","Plywood","Plywood","None",2,2,"CBlock","GasA",3,"Y","Standard",1056,0,0,1056,0,0,0,2,2,4,"Typ",0,"Paved",264,56,0,0,0,6,2010,"WD ","Normal",144000
0,0,710,710,300,0,0,3,2,0,1,1,"None",4,"BuiltIn","Bef.1966",4,2,564,2,2,"yes",0,96,11275,80,"RL","Pave","Reg","Lvl","Corner","Gtl","NAmes","NotNorm","1Fam","SLvl",7,7,"Bet.1959.1987","Aft.2006","Mansard","WdShake","Wd Sdng","Wd Sdng","BrkFace",3,3,"CBlock","GasA",4,"Y","Standard",1898,1080,0,2978,2,1,5,1,3,11,"Typ",1,"Paved",240,0,0,0,0,6,2010,"WD ","Normal",242000
481,174,161,816,0,1,0,2,2,0,5,3,"None",0,"Detchd","Bef.1966",1,1,280,2,2,"yes",1,60,8064,50,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","NotNorm","1Fam","1.5Fin",6,8,"Bef.1959","Bet.1986.2006","Gable","CompShg","WdShing","Wd Shng","None",2,2,"CBlock","GasA",2,"Y","Standard",816,408,0,1224,1,0,3,1,2,5,"Typ",0,"Paved",414,0,0,0,0,5,2010,"WD ","Normal",132000
340,906,0,1246,0,1,0,2,2,0,2,3,"None",0,"Attchd","Bef.1966",2,1,305,2,2,"yes",3,75,7500,20,"RL","Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Bet.1959.1987","Bet.1986.2006","Hip","CompShg","BrkFace","BrkFace","None",2,2,"CBlock","GasA",4,"Y","Standard",1246,0,0,1246,1,1,3,1,3,6,"Typ",0,"Paved",218,0,0,0,0,5,2010,"WD ","Normal",154000
507,0,403,910,0,0,0,2,2,0,3,1,"None",0,"Detchd","Bet.1992.2005",1,2,720,2,2,"yes",2,71,8520,50,"RL","Pave","Reg","Lvl","Corner","Gtl","NAmes","NotNorm","1Fam","1.5Fin",5,4,"Bef.1959","Bef.1956","Gable","CompShg","BrkFace","Wd Sdng","None",2,1,"CBlock","GasA",1,"Y","Standard",910,475,0,1385,2,0,4,1,2,6,"Typ",0,"Paved",0,0,0,0,0,6,2010,"WD ","Normal",166000
234,486,180,900,0,0,1,2,2,1,4,3,"None",0,"Detchd","Aft.2005",1,2,576,2,2,"yes",0,60,7200,20,"RL","Pave","Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",5,7,"Bef.1959","Bet.1986.2006","Gable","CompShg","Wd Sdng","Wd Sdng","None",2,2,"CBlock","GasA",2,"Y","Standard",900,0,0,900,1,0,3,1,3,5,"Typ",0,"Paved",222,32,0,0,0,5,2010,"WD ","Normal",134800
588,350,237,1175,0,0,0,2,2,0,3,2,"None",0,"Detchd","Bef.1966",2,2,484,2,2,"yes",0,81,7635,20,"RL","Pave","IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",5,6,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","BrkFace","Wd Sdng","None",2,2,"CBlock","GasA",4,"Y","Standard",1175,0,0,1175,1,1,3,1,2,6,"Typ",0,"Paved",0,0,0,0,0,6,2010,"WD ","Normal",148000
717,263,415,1395,218,1,0,2,2,3,4,2,"None",3,"Attchd","Bef.1966",2,2,440,2,2,"yes",0,80,9760,20,"RL","Pave","Reg","Lvl","Inside","Mod","NAmes","Norm","1Fam","1Story",6,7,"Bet.1959.1987","Bet.1956.1986","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",2,2,"CBlock","GasA",2,"Y","Standard",1395,0,0,1395,1,0,2,1,2,7,"NotTyp",1,"Paved",657,0,113,0,240,5,2010,"WD ","Normal",192000
579,0,357,936,0,1,0,2,2,0,4,1,"Grvl",4,"None","None",0,0,0,0,0,"yes",2,56,4485,30,"RM","Pave","Reg","Lvl","Inside","Gtl","OldTown","NotNorm","1Fam","1Story",5,7,"Bef.1959","Bef.1956","Gable","CompShg","Wd Sdng","Wd Sdng","None",2,2,"PConc","GasA",2,"Y","Standard",936,0,0,936,1,0,2,1,2,5,"Typ",1,"NotPaved",51,0,135,0,0,5,2010,"WD ","Normal",109500
0,0,840,840,0,0,0,1,2,0,1,1,"None",0,"Detchd","Bef.1966",1,1,379,2,2,"yes",0,60,5790,50,"RM","Pave","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2Story",3,6,"Bef.1959","Bef.1956","Gambrel","CompShg","VinylSd","VinylSd","None",3,3,"CBlock","GasA",3,"N","Standard",840,765,0,1605,2,0,3,2,2,8,"Typ",0,"Paved",0,0,202,0,0,5,2010,"WD ","Normal",107400
176,0,832,1008,0,0,0,2,2,0,3,1,"None",0,"Detchd","Bef.1966",1,1,315,2,2,"yes",0,66.5968136007945,8239,50,"RM","Pave","Reg","Lvl","Inside","Gtl","OldTown","NotNorm","1Fam","1.5Fin",5,6,"Bef.1959","Bet.1956.1986","Gable","CompShg","MetalSd","MetalSd","None",2,2,"BrkTil","GasA",2,"Y","Standard",1060,185,0,1245,1,0,3,1,2,6,"Typ",0,"Paved",0,0,334,0,0,3,2010,"WD ","Normal",1e+05
0,0,678,678,0,0,0,1,1,0,1,1,"None",4,"Detchd","Bef.1966",1,2,780,1,1,"yes",0,68,9656,30,"RM","Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",2,2,"Bef.1959","Bet.1956.1986","Gable","CompShg","AsbShng","AsbShng","None",2,1,"BrkTil","GasA",2,"N","Standard",832,0,0,832,1,0,2,1,2,5,"Typ",1,"NotPaved",0,0,0,0,0,6,2010,"WD ","Abnorml",12789
0,0,930,930,0,0,0,2,2,0,1,1,"Grvl",0,"Detchd","Bef.1966",1,1,288,2,2,"yes",0,60,9600,70,"RM","Pave","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2Story",8,9,"Bef.1959","Bet.1986.2006","Gable","CompShg","Wd Sdng","Wd Sdng","None",3,3,"BrkTil","GasW",2,"N","Standard",930,636,0,1566,2,0,3,1,3,7,"Typ",0,"Paved",54,228,246,0,0,4,2010,"WD ","Abnorml",150000
600,0,312,912,0,1,0,2,2,0,6,1,"None",0,"Attchd","Bef.1966",1,2,923,2,2,"yes",2,90,7407,20,"RM","Pave","Reg","Lvl","Inside","Gtl","OldTown","NotNorm","1Fam","1Story",6,7,"Bef.1959","Bet.1986.2006","Gable","CompShg","MetalSd","MetalSd","None",2,2,"CBlock","GasA",2,"Y","NotStandard",1236,0,0,1236,1,0,2,1,2,6,"Typ",0,"Paved",0,158,158,0,0,4,2010,"WD ","Normal",149700
283,0,455,738,0,0,0,1,2,0,3,1,"None",0,"Detchd","Bet.1966.1992",1,2,624,2,2,"yes",0,60,10560,70,"RM","Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","2Story",6,7,"Bef.1959","Bet.1986.2006","Gable","CompShg","Wd Sdng","Wd Sdng","None",2,2,"CBlock","GasA",4,"Y","Standard",868,602,0,1470,1,1,2,1,2,6,"NotTyp",0,"Paved",0,0,0,0,0,6,2010,"WD ","Normal",140750
452,12,144,608,0,1,0,2,3,0,4,2,"None",0,"Detchd","Bef.1966",1,1,240,2,2,"yes",2,50,6000,50,"RM","Pave","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",6,7,"Bef.1959","Bef.1956","Gable","CompShg","MetalSd","MetalSd","None",2,2,"BrkTil","GasA",2,"Y","Standard",608,524,0,1132,1,0,2,1,2,5,"Typ",0,"Paved",0,0,128,0,0,4,2010,"WD ","Abnorml",134000
264,0,308,572,0,0,1,2,2,0,2,1,"None",4,"Detchd","Bet.1966.1992",1,2,576,2,2,"yes",0,50,6000,50,"RM","Pave","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",6,6,"Bef.1959","Bef.1956","Gable","CompShg","MetalSd","MetalSd","None",2,3,"CBlock","GasA",4,"Y","NotStandard",848,348,0,1196,1,1,3,1,2,6,"Typ",2,"Paved",0,0,0,0,0,3,2010,"WD ","Normal",128000
360,159,316,835,300,0,0,2,2,0,3,2,"None",2,"Detchd","Bef.1966",1,1,240,2,2,"yes",0,53,6360,50,"RM","Pave","Reg","Lvl","Corner","Gtl","BrkSide","NotNorm","1Fam","1.5Fin",5,6,"Bef.1959","Bef.1956","Gable","CompShg","MetalSd","MetalSd","Stone",2,2,"CBlock","GasA",2,"Y","NotStandard",955,498,0,1453,1,1,3,1,3,7,"NotTyp",2,"Paved",0,0,35,0,148,3,2010,"WD ","Normal",132000
448,0,480,928,0,0,0,2,2,0,2,1,"None",4,"Detchd","Bef.1966",1,2,480,2,2,"yes",2,52,6240,50,"RM","Pave","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",5,5,"Bef.1959","Bef.1956","Gable","CompShg","MetalSd","MetalSd","None",2,2,"BrkTil","GasA",2,"Y","NotStandard",928,608,0,1536,2,0,4,1,2,7,"Typ",1,"Paved",0,10,0,0,0,3,2010,"WD ","Normal",138400
960,0,164,1124,0,1,0,1,1,0,5,1,"None",4,"Detchd","Bef.1966",1,1,288,2,2,"yes",0,51,6120,30,"RM","Pave","Reg","Lvl","Inside","Gtl","OldTown","NotNorm","1Fam","1Story",6,5,"Bef.1959","Bef.1956","Gable","CompShg","Wd Sdng","Wd Sdng","None",2,2,"BrkTil","GasA",2,"Y","Standard",1068,0,0,1068,1,0,2,1,2,5,"Typ",1,"Paved",0,0,128,0,0,3,2010,"WD ","Normal",109500
0,0,576,576,0,0,0,2,2,0,1,1,"None",0,"Detchd","Bet.1966.1992",1,2,480,2,2,"yes",3,50,10300,70,"RM","Pave","IR1","Bnk","Inside","Gtl","OldTown","NotNorm","1Fam","2Story",7,6,"Bef.1959","Bef.1956","Gable","CompShg","Stucco","Stucco","None",2,2,"BrkTil","GasA",3,"Y","Standard",902,808,0,1710,2,0,3,1,2,9,"Typ",0,"Paved",12,11,64,0,0,4,2010,"WD ","Normal",140000
0,0,888,888,0,0,0,2,2,0,1,1,"Grvl",3,"Detchd","Bef.1966",1,2,572,2,2,"yes",3,57,8094,50,"RM","Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin",4,5,"Bef.1959","Bef.1956","Gable","CompShg","MetalSd","MetalSd","None",2,1,"CBlock","GasA",4,"Y","Standard",888,1074,0,1962,1,1,4,1,2,9,"Typ",1,"Paved",160,0,364,0,0,6,2010,"WD ","Normal",149500
104,712,0,816,0,1,0,3,2,3,2,6,"None",0,"CarPort","Bef.1966",1,2,516,2,2,"yes",0,110,8472,90,"RM","Grvl","IR2","Bnk","Corner","Mod","IDOTRR","NotNorm","Duplex","1Story",5,5,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","Wd Sdng","Wd Sdng","None",1,2,"CBlock","GasA",2,"N","Standard",816,0,0,816,1,0,2,1,2,5,"Typ",0,"Paved",106,0,0,0,0,5,2010,"WD ","Normal",110000
0,0,1032,1032,0,0,0,2,2,1,1,1,"None",3,"Attchd","Bef.1966",1,1,349,2,2,"yes",0,94.922033740408,24090,70,"RL","Pave","Reg","Lvl","Inside","Gtl","ClearCr","Norm","1Fam","2Story",7,7,"Bef.1959","Bef.1956","Gable","CompShg","MetalSd","MetalSd","None",2,3,"CBlock","GasA",4,"Y","Standard",1207,1196,0,2403,2,0,4,1,2,10,"Typ",2,"Paved",56,0,318,0,0,6,2010,"COD","Normal",244400
766,0,656,1422,90,0,0,3,2,0,3,1,"None",4,"Attchd","Bef.1966",1,1,365,2,2,"yes",0,100,15263,20,"RL","Pave","IR1","Lvl","Inside","Gtl","ClearCr","NotNorm","1Fam","1Story",5,5,"Bet.1959.1987","Bet.1956.1986","Gable","CompShg","HdBoard","HdBoard","BrkFace",2,2,"CBlock","GasA",3,"Y","Standard",1675,0,0,1675,2,0,3,1,2,8,"Typ",2,"Paved",0,132,0,0,0,5,2010,"WD ","Normal",173000
1026,0,186,1212,0,1,0,2,2,0,3,1,"None",0,"None","None",0,0,0,0,0,"yes",0,60,9900,190,"RL","Pave","Reg","Lvl","Inside","Gtl","SWISU","Norm","2fmCon","1.5Fin",5,4,"Bef.1959","Bef.1956","Gable","CompShg","Wd Sdng","Wd Shng","None",1,1,"BrkTil","GasA",2,"N","Standard",1212,180,0,1392,1,0,3,1,2,6,"Typ",0,"NotPaved",0,0,168,0,0,2,2010,"ConLD","Normal",1e+05
368,0,232,600,0,0,0,1,2,0,2,1,"None",0,"Detchd","Bef.1966",1,1,231,2,2,"yes",2,65,6001,50,"RL","Pave","IR1","Bnk","Inside","Mod","SWISU","Norm","1Fam","1.5Fin",6,5,"Bef.1959","Bef.1956","Gable","CompShg","VinylSd","VinylSd","None",2,2,"CBlock","GasA",4,"N","Standard",600,319,0,919,1,0,3,1,2,5,"Typ",0,"Paved",0,0,45,0,0,3,2010,"WD ","Normal",95000
