"Order","PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
46,533212060,160,"FV",24,2544,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",216,"Gd","TA","PConc","Gd","TA","No","GLQ",376,"Unf",0,224,600,"GasA","Ex","Y","SBrkr",600,636,0,1236,1,0,2,1,2,1,"Gd",4,"Typ",0,NA,"Detchd",2005,"RFn",2,480,"TA","TA","Y",0,166,0,0,0,0,NA,NA,NA,0,5,2010,"WD ","Normal",152000
47,533213030,20,"FV",NA,4403,"Pave",NA,"IR2","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2009,2009,"Gable","CompShg","MetalSd","MetalSd","Stone",432,"Ex","TA","PConc","Ex","TA","Av","GLQ",578,"Unf",0,892,1470,"GasA","Ex","Y","SBrkr",1478,0,0,1478,1,0,2,1,2,1,"Gd",7,"Typ",1,"Gd","Attchd",2009,"Fin",2,484,"TA","TA","Y",0,144,0,0,0,0,NA,NA,NA,0,6,2010,"New","Partial",222000
48,533244030,60,"FV",68,7379,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",484,"Unf",0,491,975,"GasA","Ex","Y","SBrkr",975,873,0,1848,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2000,"RFn",2,592,"TA","TA","Y",280,184,0,0,0,0,NA,NA,NA,0,4,2010,"WD ","Normal",254000
49,533253060,120,"RL",30,4420,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Greens","Norm","Norm","TwnhsE","1Story",8,5,1980,1980,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",728,"Unf",0,0,728,"GasA","TA","Y","SBrkr",788,0,0,788,1,0,1,0,1,1,"Gd",3,"Typ",1,"TA","Detchd",1980,"Fin",2,484,"TA","TA","Y",133,42,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Normal",155000
50,533253210,120,"RL",40,3880,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Greens","Norm","Norm","Twnhs","1Story",8,6,1978,1978,"Gable","CompShg","Wd Sdng","Plywood","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",1052,"Unf",0,174,1226,"GasA","TA","Y","SBrkr",1226,0,0,1226,1,0,1,0,1,1,"Gd",4,"Typ",1,"TA","Attchd",1978,"Fin",2,484,"TA","TA","Y",223,78,0,0,0,0,NA,NA,NA,0,1,2010,"WD ","Normal",206000
51,534152050,20,"RL",NA,10603,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2001,"Gable","CompShg","Plywood","Plywood","BrkFace",28,"TA","TA","PConc","TA","TA","Mn","ALQ",1200,"Unf",0,410,1610,"GasA","Gd","Y","SBrkr",1610,0,0,1610,1,0,2,0,3,1,"Gd",6,"Typ",2,"TA","Attchd",1977,"RFn",2,480,"TA","TA","Y",168,68,0,0,0,0,NA,NA,NA,0,2,2010,"WD ","Normal",205000
52,534152100,60,"RL",80,10421,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,5,1988,1988,"Gable","CompShg","HdBoard","HdBoard","BrkFace",42,"TA","TA","CBlock","Gd","TA","No","GLQ",394,"Unf",0,586,980,"GasA","TA","Y","SBrkr",980,734,0,1714,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1988,"Unf",2,496,"TA","TA","Y",228,66,156,0,0,0,NA,"MnPrv","Shed",500,3,2010,"WD ","Normal",196500
53,534176060,20,"RL",78,9360,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1972,2006,"Hip","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",982,"Unf",0,179,1161,"GasA","TA","Y","SBrkr",1381,0,0,1381,1,0,1,1,3,1,"Gd",5,"Typ",1,"TA","Attchd",1972,"RFn",2,676,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,3,2010,"WD ","Normal",197500
54,534176230,60,"RL",80,9600,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,6,1971,1971,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",329,"Unf",0,386,715,"GasA","TA","Y","SBrkr",930,715,0,1645,0,0,1,2,4,1,"TA",7,"Typ",0,NA,"Attchd",1971,"RFn",2,441,"TA","TA","Y",0,78,0,0,0,0,NA,"GdWo",NA,0,6,2010,"WD ","Normal",171000
55,534251320,20,"RL",NA,9790,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Feedr","Norm","1Fam","1Story",6,5,1963,1963,"Hip","CompShg","HdBoard","HdBoard","BrkFace",451,"TA","TA","CBlock","TA","TA","No","ALQ",569,"Rec",81,678,1328,"GasA","TA","Y","SBrkr",1328,0,0,1328,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",1963,"Unf",2,528,"TA","TA","Y",0,26,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Normal",143000
56,534276360,20,"RL",77,9320,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1959,1959,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",569,"Unf",0,381,950,"GasA","Fa","Y","SBrkr",1225,0,0,1225,1,0,1,1,3,1,"TA",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",352,0,0,0,0,0,NA,NA,"Shed",400,1,2010,"WD ","Normal",128950
57,534403410,80,"RL",NA,14112,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,7,1964,1964,"Hip","CompShg","Wd Sdng","HdBoard","BrkFace",86,"TA","TA","PConc","TA","TA","Av","GLQ",1014,"Unf",0,138,1152,"GasA","TA","Y","SBrkr",1152,0,0,1152,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1964,"RFn",2,484,"TA","TA","Y",227,0,0,0,0,0,NA,NA,NA,0,4,2010,"WD ","Normal",180500
58,534425310,85,"RL",80,8800,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","SFoyer",6,7,1963,1963,"Gable","CompShg","MetalSd","MetalSd","BrkFace",156,"TA","Gd","PConc","TA","TA","Gd","GLQ",763,"Unf",0,173,936,"GasA","Ex","Y","SBrkr",1054,0,0,1054,1,0,1,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1963,"RFn",2,480,"TA","TA","Y",120,0,0,0,0,0,NA,"MnPrv",NA,0,5,2010,"WD ","Abnorml",137500
59,534430080,20,"RL",68,9717,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1950,1996,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Mn","GLQ",49,"Rec",1029,0,1078,"GasA","Gd","Y","FuseA",1078,0,0,1078,1,0,1,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",1950,"Unf",1,240,"TA","TA","Y",366,0,112,0,0,0,NA,NA,NA,0,4,2010,"WD ","Normal",142125
60,534431050,50,"RL",68,9724,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",5,7,1952,2002,"Gable","CompShg","MetalSd","MetalSd","BrkFace",265,"Gd","TA","CBlock","TA","TA","No","LwQ",670,"Unf",0,470,1140,"GasA","Gd","Y","SBrkr",1929,532,0,2461,0,0,2,0,3,1,"TA",7,"Min2",2,"Gd","Detchd",1994,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,NA,"GdWo",NA,0,3,2010,"WD ","Normal",197600
61,534431070,50,"RL",120,17360,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,6,1949,1950,"Gable","CompShg","MetalSd","MetalSd","Stone",340,"TA","Gd","CBlock","TA","TA","No","Rec",300,"Unf",0,482,782,"GasA","TA","Y","SBrkr",1019,537,0,1556,0,0,2,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1949,"Unf",2,470,"TA","TA","Y",0,0,150,0,0,0,NA,NA,NA,0,1,2010,"WD ","Normal",172500
62,534450180,20,"RL",50,7207,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1958,2008,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","Gd","CBlock","TA","TA","Gd","BLQ",696,"Unf",0,162,858,"GasA","Gd","Y","SBrkr",858,0,0,858,1,0,1,0,2,1,"TA",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",117,0,0,0,0,0,NA,NA,NA,0,2,2010,"WD ","Normal",116500
63,534475100,20,"RL",80,9920,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","HdBoard","HdBoard","Stone",110,"TA","TA","CBlock","TA","TA","No","Rec",354,"LwQ",290,412,1056,"GasA","TA","Y","SBrkr",1063,0,0,1063,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1954,"RFn",1,280,"TA","TA","Y",0,0,164,0,0,0,NA,"MnPrv",NA,0,2,2010,"WD ","Normal",128000
64,534476260,80,"RL",80,9600,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1955,1972,"Gable","CompShg","AsbShng","AsbShng","BrkFace",164,"TA","TA","CBlock","TA","TA","Av","BLQ",674,"LwQ",132,350,1156,"GasA","Ex","Y","SBrkr",1520,0,0,1520,1,0,1,0,3,1,"TA",7,"Typ",2,"Gd","Basment",1955,"RFn",1,364,"TA","TA","Y",0,0,189,0,0,0,NA,NA,NA,0,3,2010,"WD ","Normal",153000
65,534479320,20,"RL",78,7800,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg","HdBoard","HdBoard","BrkFace",200,"TA","TA","PConc","TA","TA","No","LwQ",540,"Unf",0,728,1268,"GasA","Gd","Y","SBrkr",1268,0,0,1268,0,0,1,0,2,1,"TA",7,"Typ",1,"Gd","Attchd",1954,"Fin",1,244,"TA","TA","Y",0,98,0,0,0,0,NA,NA,NA,0,3,2010,"WD ","Normal",132000
66,535101020,85,"RL",75,11380,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SFoyer",6,8,1966,2008,"Gable","CompShg","HdBoard","HdBoard","BrkFace",216,"TA","TA","CBlock","TA","TA","Gd","GLQ",944,"Unf",0,136,1080,"GasA","Gd","Y","SBrkr",1128,0,0,1128,1,0,1,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",1966,"Unf",1,315,"TA","TA","Y",238,0,0,0,0,0,NA,NA,"Shed",1500,1,2010,"WD ","Normal",178000
67,535106190,90,"RL",80,11600,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","Duplex","2Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkFace",361,"TA","TA","CBlock","TA","TA","No","Rec",443,"Unf",0,662,1105,"GasA","TA","Y","FuseA",1105,1169,0,2274,0,0,2,0,5,2,"TA",12,"Typ",0,NA,"Detchd",1960,"Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,1,2010,"WD ","Normal",154300
68,535125010,20,"RL",NA,19900,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosA","Norm","1Fam","1Story",7,5,1970,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",287,"TA","TA","CBlock","Gd","TA","Gd","GLQ",912,"Unf",0,1035,1947,"GasA","TA","Y","SBrkr",2207,0,0,2207,1,0,2,0,3,1,"TA",7,"Min1",1,"Gd","Attchd",1970,"RFn",2,576,"TA","TA","Y",301,0,0,0,0,0,NA,NA,NA,0,7,2010,"WD ","Normal",180000
69,535152050,20,"RL",70,8197,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,5,2003,2009,"Gable","CompShg","VinylSd","VinylSd","BrkFace",506,"Gd","TA","PConc","Gd","TA","No","GLQ",1188,"Unf",0,292,1480,"GasA","Ex","Y","SBrkr",1480,0,0,1480,1,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2003,"RFn",2,620,"TA","TA","Y",252,73,0,0,0,0,NA,"MnPrv","Shed",300,2,2010,"WD ","Normal",214000
70,535153070,20,"RL",73,8760,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Hip","CompShg","MetalSd","MetalSd","BrkFace",220,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1194,1194,"GasA","TA","Y","SBrkr",1194,0,0,1194,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1959,"RFn",1,312,"TA","TA","Y",0,0,120,0,0,0,NA,NA,NA,0,4,2010,"WD ","Normal",148000
71,535154050,20,"RL",NA,12160,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","CompShg","Plywood","Plywood","BrkFace",180,"TA","TA","CBlock","TA","TA","No","Rec",1000,"Unf",0,188,1188,"GasA","Fa","Y","SBrkr",1188,0,0,1188,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1959,"RFn",2,531,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,5,2010,"COD","Abnorml",142000
72,535179020,20,"RL",80,10032,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1959,1959,"Gable","CompShg","Wd Sdng","Wd Sdng","Stone",432,"TA","TA","CBlock","TA","TA","No","Rec",734,"Unf",0,510,1244,"GasA","Ex","Y","SBrkr",1580,0,0,1580,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",1956,"Unf",2,440,"TA","TA","Y",0,28,0,0,160,0,NA,"GdWo",NA,0,6,2010,"WD ","Normal",159500
73,535180130,50,"RL",60,8382,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",4,5,1956,1956,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,832,832,"GasA","TA","Y","FuseA",832,505,0,1337,0,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1956,"Unf",1,263,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,2,2010,"WD ","Normal",108000
74,535302080,20,"RL",60,10950,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1952,1952,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",339,"Unf",0,525,864,"GasA","TA","Y","SBrkr",1064,0,0,1064,0,1,1,0,2,1,"Fa",4,"Typ",0,NA,"Detchd",1952,"Unf",1,318,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2010,"WD ","Normal",135000
75,535302200,20,"RL",119,10895,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",648,"Unf",0,324,972,"GasA","TA","Y","SBrkr",972,0,0,972,0,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1955,"Unf",1,305,"TA","TA","Y",0,0,205,0,0,0,NA,"GdWo",NA,0,6,2010,"WD ","Normal",122500
76,535304180,20,"RL",68,7922,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1953,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",731,"Unf",0,326,1057,"GasA","TA","Y","SBrkr",1057,0,0,1057,1,0,1,0,3,1,"Gd",5,"Typ",0,NA,"Detchd",1953,"Unf",1,246,"TA","TA","Y",0,52,0,0,0,0,NA,NA,NA,0,1,2010,"WD ","Abnorml",109000
77,535350030,20,"RL",85,10200,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,"TA","TA","CBlock","TA","TA","No","ALQ",320,"BLQ",362,404,1086,"GasA","Gd","Y","SBrkr",1086,0,0,1086,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1989,"Unf",2,490,"TA","TA","Y",0,0,0,0,0,0,NA,"GdWo",NA,0,5,2010,"WD ","Normal",144900
78,535377090,90,"RL",64,6979,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","Duplex","SFoyer",6,5,1980,1980,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",1056,"Unf",0,0,1056,"GasA","Gd","Y","SBrkr",1056,0,0,1056,2,0,0,0,0,2,"TA",4,"Typ",0,NA,"Detchd",1980,"Unf",2,576,"TA","TA","Y",264,56,0,0,0,0,NA,"GdPrv","Shed",600,6,2010,"WD ","Normal",144000
79,535425010,80,"RL",96,11275,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","PosN","Norm","1Fam","SLvl",7,7,1967,2007,"Mansard","WdShake","Wd Sdng","Wd Sdng","BrkFace",300,"Gd","Gd","CBlock","Gd","TA","No","Unf",0,"Unf",0,710,710,"GasA","Ex","Y","SBrkr",1898,1080,0,2978,0,0,2,1,5,1,"Gd",11,"Typ",1,"Gd","BuiltIn",1961,"Fin",2,564,"TA","TA","Y",240,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Normal",242000
80,535450210,50,"RL",60,8064,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,8,1948,2004,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",481,"Rec",174,161,816,"GasA","TA","Y","SBrkr",816,408,0,1224,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1950,"Unf",1,280,"TA","TA","Y",414,0,0,0,0,0,NA,"GdWo",NA,0,5,2010,"WD ","Normal",132000
81,535453070,20,"RL",75,7500,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,1994,"Hip","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",340,"Rec",906,0,1246,"GasA","Ex","Y","SBrkr",1246,0,0,1246,1,0,1,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",1959,"RFn",1,305,"TA","TA","Y",218,0,0,0,0,0,NA,"GdPrv",NA,0,5,2010,"WD ","Normal",154000
82,535454070,50,"RL",71,8520,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",5,4,1952,1952,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","Fa","CBlock","TA","TA","No","Rec",507,"Unf",0,403,910,"GasA","Fa","Y","SBrkr",910,475,0,1385,0,0,2,0,4,1,"TA",6,"Typ",0,NA,"Detchd",2000,"Unf",2,720,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,6,2010,"WD ","Normal",166000
83,535456110,20,"RL",60,7200,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Mn","BLQ",234,"Rec",486,180,900,"GasA","TA","Y","SBrkr",900,0,0,900,0,1,1,0,3,1,"Gd",5,"Typ",0,NA,"Detchd",2005,"Unf",2,576,"TA","TA","Y",222,32,0,0,0,0,NA,NA,NA,0,5,2010,"WD ","Normal",134800
84,535457090,20,"RL",81,7635,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1960,1960,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",588,"LwQ",350,237,1175,"GasA","Ex","Y","SBrkr",1175,0,0,1175,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Detchd",1960,"RFn",2,484,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Normal",148000
85,535476350,20,"RL",80,9760,"Pave",NA,"Reg","Lvl","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","1Story",6,7,1963,1984,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",218,"TA","TA","CBlock","TA","TA","Gd","BLQ",717,"LwQ",263,415,1395,"GasA","TA","Y","SBrkr",1395,0,0,1395,1,0,1,0,2,1,"TA",7,"Min1",1,"TA","Attchd",1963,"RFn",2,440,"TA","TA","Y",657,0,113,0,240,0,NA,NA,NA,0,5,2010,"WD ","Normal",192000
86,902106130,30,"RM",56,4485,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,7,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","BLQ",579,"Unf",0,357,936,"GasA","TA","Y","SBrkr",936,0,0,936,1,0,1,0,2,1,"TA",5,"Typ",1,"Gd",NA,NA,NA,0,0,NA,NA,"P",51,0,135,0,0,0,NA,"MnPrv",NA,0,5,2010,"WD ","Normal",109500
87,902125080,50,"RM",60,5790,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","Fa","TA","No","Unf",0,"Unf",0,840,840,"GasA","Gd","N","SBrkr",840,765,0,1605,0,0,2,0,3,2,"TA",8,"Typ",0,NA,"Detchd",1915,"Unf",1,379,"TA","TA","Y",0,0,202,0,0,0,NA,NA,NA,0,5,2010,"WD ","Normal",107400
88,902206240,50,"RM",NA,8239,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,6,1920,1962,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",176,"Unf",0,832,1008,"GasA","TA","Y","SBrkr",1060,185,0,1245,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1962,"Unf",1,315,"TA","TA","Y",0,0,334,0,0,0,NA,NA,NA,0,3,2010,"WD ","Normal",100000
89,902207130,30,"RM",68,9656,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",2,2,1923,1970,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","Fa","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,678,678,"GasA","TA","N","SBrkr",832,0,0,832,0,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1928,"Unf",2,780,"Fa","Fa","N",0,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Abnorml",12789
90,902305110,70,"RM",60,9600,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",8,9,1900,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,930,930,"GasW","TA","N","SBrkr",930,636,0,1566,0,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Detchd",1930,"Unf",1,288,"TA","TA","Y",54,228,246,0,0,0,NA,NA,NA,0,4,2010,"WD ","Abnorml",150000
91,902402010,20,"RM",90,7407,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",6,7,1957,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",600,"Unf",0,312,912,"GasA","TA","Y","FuseA",1236,0,0,1236,1,0,1,0,2,1,"TA",6,"Typ",0,NA,"Attchd",1957,"Unf",2,923,"TA","TA","Y",0,158,158,0,0,0,NA,"MnPrv",NA,0,4,2010,"WD ","Normal",149700
92,902403070,70,"RM",60,10560,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",6,7,1922,1994,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Fa","TA","No","Rec",283,"Unf",0,455,738,"GasA","Ex","Y","SBrkr",868,602,0,1470,0,0,1,1,2,1,"TA",6,"Min1",0,NA,"Detchd",1970,"Unf",2,624,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD ","Normal",140750
93,903226160,50,"RM",50,6000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Gd","No","BLQ",452,"LwQ",12,144,608,"GasA","TA","Y","SBrkr",608,524,0,1132,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1939,"Unf",1,240,"TA","TA","Y",0,0,128,0,0,0,NA,"MnPrv",NA,0,4,2010,"WD ","Abnorml",134000
