"male","essay_link","essay_length","Class","tech","technology","math","computer","geek","science","fixing","climbing","matrix","electronic","internet","skiing","solving","nerdy","board","brain","shawshank","figuring","firefly","company","build","hobbies","golf","card","occasionally","guide","lists","section","recent","awesome","law","lol","justice","im","studying","animals","political","artist","spiritual","student","tattoos","health","education1","romance","dont","adult","teaching","haha","ipod","native","baseball","major","lover","school","psychology","loves","loyal","nyc","singing","kids","offspring_A","pets_A","atheist","smoke","single","town_A","SV","rel_imp","sign_imp","age_A","age_dummy","body_type_A","diet_A","drinks_A","education_A","phdYN","educ_dummy1","educ_dummy2","height_A","income100000","UnionDummy"
"m","no",6.83625927727707,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","has_animals","yes","altro","yes","high","no","1","0","21","no","average","anything","socially","dropped_university","no","no","no","67","no","no"
"f","no",7.85127199710988,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","kids_missing","likes_animals","no","altro","yes","medium","no","missing","1","27","yes","body_type_missing","diet_missing","socially","university","no","no","yes","64","no","no"
"f","no",7.61381868480863,"other","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","san_francisco","no","0","0","40-44","no","a_little_extra","vegetarian","socially","phd_program","yes","no","no","64","no","no"
"m","yes",7.5251007461258,"stem","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","altro","san_francisco","no","1","1","28","yes","average","anything","socially","university","no","no","yes","73","no","yes"
"m","no",6.77878489768518,"other","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","low","no","1","1","18-21","no","thin","anything","not_at_all","other","no","yes","no","65","no","yes"
"f","no",7.05185562295589,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","kids_missing","has_animals","no","altro","yes","san_francisco","no","2","1","26","yes","over_size","other","socially","university","no","no","yes","66","no","no"
"m","yes",8.86728652398942,"stem","yes","no","yes","yes","no","yes","no","no","yes","yes","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","yes","no","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","doesnt_want","pets_missing","yes","altro","altro","low","no","3","missing","32","yes","body_type_missing","diet_missing","not_at_all","ed_missing","no","yes","no","71","no","yes"
"m","no",7.55171221535131,"other","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","has_kids","has_animals","no","altro","altro","san_francisco","no","2","2","37","yes","average","anything","rarely","work_other","no","no","yes","75+","no","yes"
"m","no",8.20138595523861,"other","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","doesnt_have_kids","likes_animals","no","altro","yes","high","no","1","1","33","yes","a_little_extra","anything","socially","other","no","yes","no","66","no","no"
"f","no",5.97888576490112,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","wants","likes_animals","no","altro","yes","low","no","1","1","40-44","no","athletic","anything","socially","university","no","no","yes","66","no","no"
"m","yes",7.80139132029149,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","medium","no","missing","missing","37","yes","body_type_missing","anything","socially","other","no","yes","no","69","no","no"
"f","no",6.98378996525813,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","doesnt_want","pets_missing","no","altro","yes","san_francisco","no","missing","0","34","yes","body_type_missing","anything","socially","university","no","no","yes","62","no","no"
"f","no",0,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","wants","pets_missing","no","altro","yes","medium","no","2","1","27","yes","average","anything","socially","work_other","no","no","yes","61-","no","no"
"m","no",7.3362856600213,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","kids_missing","likes_animals","no","altro","yes","san_francisco","no","missing","missing","39","yes","fit","anything","often","work_other","no","no","yes","68","no","no"
"f","no",7.2291138777933,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","0","1","23","no","over_size","anything","socially","university","no","no","yes","64","no","no"
"m","yes",8.36590507720246,"stem","no","no","yes","yes","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","doesnt_want","likes_animals","yes","altro","altro","SV","yes","3","0","30","yes","thin","diet_missing","socially","university","no","no","yes","74","no","yes"
"m","no",7.35691824235602,"other","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","wants","likes_animals","no","altro","yes","san_francisco","no","missing","missing","25","yes","athletic","anything","socially","university","no","no","yes","73","no","no"
"m","no",6.69826805411541,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","yes","yes","medium","no","2","missing","31","yes","average","diet_missing","drinks_missing","university","no","no","yes","71","no","no"
"m","no",6.42486902390539,"other","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","pets_missing","no","altro","yes","san_francisco","no","missing","missing","37","yes","average","anything","socially","masters_program","no","no","yes","70","no","no"
"f","no",7.64156444126097,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","kids_missing","has_animals","no","altro","yes","low","no","0","1","40-44","no","over_size","anything","rarely","university","no","no","yes","64","no","no"
"m","no",7.78447323573647,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","wants","likes_animals","no","altro","yes","medium","no","1","1","50+","no","fit","vegetarian","rarely","phd_program","yes","no","no","70","no","no"
"f","no",7.46336304552002,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","doesnt_have_kids","pets_missing","no","altro","yes","san_francisco","no","3","missing","24","no","body_type_missing","diet_missing","socially","university","no","no","yes","66","no","no"
"f","no",3.43398720448515,"other","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","kids_missing","likes_animals","no","altro","yes","san_francisco","no","1","1","29","yes","thin","vegetarian","socially","university","no","no","yes","68","no","no"
